-50.35 -19.89 2.90
-44.63 -21.28 7.60
-48.16 -20.25 5.70
-49.95 -21.60 3.70
-45.04 -21.14 9.00
-46.32 -20.67 5.60
-49.18 -20.30 4.50
-45.67 -21.59 1.70
-48.18 -21.02 3.60
-45.49 -21.61 10.80
-48.55 -20.00 6.20
-51.65 -26.00 3.70
-52.00 -25.78 5.90
-53.48 -25.53 7.70
-51.74 -25.49 2.40
-51.08 -26.23 2.90
-53.74 -24.19 5.50
-54.56 -22.97 9.50
-54.58 -25.42 9.10
-53.53 -22.38 5.20
-53.17 -23.18 4.90
-48.54 -17.99 5.80
-48.67 -16.15 5.70
-47.98 -18.45 5.30
-49.10 -18.42 4.50
-47.70 -19.13 6.20
-50.16 -18.07 2.70
-47.68 -18.05 6.40
-50.50 -19.02 3.30
-50.52 -22.94 2.70
-51.33 -22.65 2.30
-49.73 -23.01 4.10
-49.23 -23.22 2.60
-50.71 -24.06 1.70
-52.87 -22.50 2.90
-47.33 -16.21 3.60
-44.76 -18.95 12.40
-44.86 -15.93 2.10
-45.07 -16.37 5.50
-45.27 -18.16 7.90
-43.83 -11.35 0.20
-48.55 -22.52 3.70
-46.91 -23.46 2.60
-48.99 -21.76 3.80
-50.20 -21.12 2.40
-48.30 -13.40 3.10
-51.20 -27.78 5.00
-51.33 -27.60 3.40
-53.04 -27.14 5.60
-52.38 -27.27 4.80
-51.78 -27.52 4.50
-52.73 -27.35 6.50
-52.54 -26.66 4.80
-55.05 -28.14 10.90
