-50.35 -19.89 1.90
-44.63 -21.28 1.00
-48.16 -20.25 1.40
-49.95 -21.60 1.30
-45.04 -21.14 0.70
-46.32 -20.67 0.60
-49.18 -20.30 1.60
-45.67 -21.59 0.50
-48.18 -21.02 0.90
-45.49 -21.61 0.50
-48.55 -20.00 1.40
-51.65 -26.00 1.30
-52.00 -25.78 2.50
-53.48 -25.53 3.50
-51.74 -25.49 2.70
-51.08 -26.23 2.00
-53.74 -24.19 2.90
-54.56 -22.97 4.40
-54.58 -25.42 3.40
-53.53 -22.38 7.00
-53.17 -23.18 2.10
-48.54 -17.99 6.80
-48.67 -16.15 9.40
-47.98 -18.45 4.40
-49.10 -18.42 4.50
-47.70 -19.13 2.20
-50.16 -18.07 7.70
-47.68 -18.05 7.30
-50.50 -19.02 3.70
-50.52 -22.94 1.30
-51.33 -22.65 2.70
-49.73 -23.01 2.50
-49.23 -23.22 1.30
-50.71 -24.06 4.00
-52.87 -22.50 2.70
-47.33 -16.21 16.20
-44.76 -18.95 1.50
-44.86 -15.93 15.30
-45.07 -16.37 8.10
-45.27 -18.16 1.40
-43.83 -11.35 25.00
-48.55 -22.52 0.50
-46.91 -23.46 0.60
-48.99 -21.76 0.60
-50.20 -21.12 1.20
-48.30 -13.40 12.10
-51.20 -27.78 2.10
-51.33 -27.60 1.70
-53.04 -27.14 1.60
-52.38 -27.27 1.90
-51.78 -27.52 2.00
-52.73 -27.35 2.00
-52.54 -26.66 2.20
-55.05 -28.14 2.70
