-50.35 -19.89 2.70
-44.63 -21.28 5.70
-48.16 -20.25 5.30
-49.95 -21.60 4.20
-45.04 -21.14 6.00
-46.32 -20.67 5.20
-49.18 -20.30 3.50
-45.67 -21.59 6.90
-48.18 -21.02 2.50
-45.49 -21.61 6.40
-48.55 -20.00 6.80
-51.65 -26.00 4.10
-52.00 -25.78 6.80
-53.48 -25.53 7.30
-51.74 -25.49 5.00
-51.08 -26.23 5.20
-53.74 -24.19 5.10
-54.56 -22.97 5.30
-54.58 -25.42 10.20
-53.53 -22.38 2.90
-53.17 -23.18 7.00
-48.54 -17.99 4.80
-48.67 -16.15 3.40
-47.98 -18.45 7.60
-49.10 -18.42 7.30
-47.70 -19.13 6.20
-50.16 -18.07 4.80
-47.68 -18.05 6.10
-50.50 -19.02 5.40
-50.52 -22.94 1.80
-51.33 -22.65 3.70
-49.73 -23.01 2.90
-49.23 -23.22 1.70
-50.71 -24.06 3.50
-52.87 -22.50 2.00
-47.33 -16.21 5.90
-44.76 -18.95 8.70
-44.86 -15.93 4.50
-45.07 -16.37 8.60
-45.27 -18.16 8.00
-43.83 -11.35 3.00
-48.55 -22.52 2.00
-46.91 -23.46 2.60
-48.99 -21.76 2.20
-50.20 -21.12 1.10
-48.30 -13.40 1.60
-51.20 -27.78 3.10
-51.33 -27.60 3.00
-53.04 -27.14 5.00
-52.38 -27.27 4.40
-51.78 -27.52 4.30
-52.73 -27.35 2.90
-52.54 -26.66 5.80
-55.05 -28.14 4.10
