-50.35 -19.89 9.00
-44.63 -21.28 12.00
-48.16 -20.25 11.10
-49.95 -21.60 12.70
-45.04 -21.14 6.50
-46.32 -20.67 7.50
-49.18 -20.30 9.80
-45.67 -21.59 13.60
-48.18 -21.02 11.60
-45.49 -21.61 11.90
-48.55 -20.00 6.10
-51.65 -26.00 2.50
-52.00 -25.78 3.10
-53.48 -25.53 3.90
-51.74 -25.49 3.80
-51.08 -26.23 4.20
-53.74 -24.19 5.20
-54.56 -22.97 5.60
-54.58 -25.42 5.20
-53.53 -22.38 5.00
-53.17 -23.18 6.20
-48.54 -17.99 4.60
-48.67 -16.15 6.50
-47.98 -18.45 5.60
-49.10 -18.42 4.30
-47.70 -19.13 4.30
-50.16 -18.07 5.90
-47.68 -18.05 5.40
-50.50 -19.02 4.60
-50.52 -22.94 6.70
-51.33 -22.65 7.50
-49.73 -23.01 7.00
-49.23 -23.22 7.40
-50.71 -24.06 5.80
-52.87 -22.50 5.20
-47.33 -16.21 4.20
-44.76 -18.95 7.60
-44.86 -15.93 4.70
-45.07 -16.37 4.20
-45.27 -18.16 5.20
-43.83 -11.35 6.40
-48.55 -22.52 11.80
-46.91 -23.46 13.50
-48.99 -21.76 9.00
-50.20 -21.12 8.10
-48.30 -13.40 11.60
-51.20 -27.78 2.20
-51.33 -27.60 2.70
-53.04 -27.14 1.40
-52.38 -27.27 1.90
-51.78 -27.52 1.90
-52.73 -27.35 0.90
-52.54 -26.66 2.10
-55.05 -28.14 0.70
