-50.35 -19.89 7.60
-44.63 -21.28 7.80
-48.16 -20.25 5.20
-49.95 -21.60 6.30
-45.04 -21.14 10.00
-46.32 -20.67 8.90
-49.18 -20.30 6.20
-45.67 -21.59 5.90
-48.18 -21.02 4.10
-45.49 -21.61 6.30
-48.55 -20.00 7.00
-51.65 -26.00 1.60
-52.00 -25.78 2.20
-53.48 -25.53 3.90
-51.74 -25.49 1.70
-51.08 -26.23 0.80
-53.74 -24.19 4.30
-54.56 -22.97 6.70
-54.58 -25.42 5.70
-53.53 -22.38 8.60
-53.17 -23.18 6.40
-48.54 -17.99 5.80
-48.67 -16.15 5.10
-47.98 -18.45 6.80
-49.10 -18.42 7.90
-47.70 -19.13 7.50
-50.16 -18.07 6.80
-47.68 -18.05 7.20
-50.50 -19.02 7.90
-50.52 -22.94 1.70
-51.33 -22.65 3.70
-49.73 -23.01 1.40
-49.23 -23.22 1.50
-50.71 -24.06 2.90
-52.87 -22.50 7.60
-47.33 -16.21 9.10
-44.76 -18.95 20.60
-44.86 -15.93 8.40
-45.07 -16.37 10.20
-45.27 -18.16 12.90
-43.83 -11.35 11.70
-48.55 -22.52 1.20
-46.91 -23.46 1.70
-48.99 -21.76 3.70
-50.20 -21.12 6.00
-48.30 -13.40 4.50
-51.20 -27.78 1.20
-51.33 -27.60 0.90
-53.04 -27.14 1.50
-52.38 -27.27 1.30
-51.78 -27.52 1.00
-52.73 -27.35 1.40
-52.54 -26.66 1.60
-55.05 -28.14 1.40
