-50.35 -19.89 4.00
-44.63 -21.28 6.70
-48.16 -20.25 4.00
-49.95 -21.60 3.70
-45.04 -21.14 6.30
-46.32 -20.67 5.10
-49.18 -20.30 3.50
-45.67 -21.59 3.90
-48.18 -21.02 2.40
-45.49 -21.61 6.70
-48.55 -20.00 4.80
-51.65 -26.00 2.90
-52.00 -25.78 2.70
-53.48 -25.53 3.00
-51.74 -25.49 4.00
-51.08 -26.23 3.10
-53.74 -24.19 3.30
-54.56 -22.97 4.40
-54.58 -25.42 3.30
-53.53 -22.38 4.00
-53.17 -23.18 5.10
-48.54 -17.99 8.70
-48.67 -16.15 14.00
-47.98 -18.45 5.00
-49.10 -18.42 4.70
-47.70 -19.13 4.40
-50.16 -18.07 7.30
-47.68 -18.05 6.60
-50.50 -19.02 6.30
-50.52 -22.94 2.20
-51.33 -22.65 4.30
-49.73 -23.01 3.10
-49.23 -23.22 2.70
-50.71 -24.06 6.60
-52.87 -22.50 2.70
-47.33 -16.21 6.30
-44.76 -18.95 9.20
-44.86 -15.93 6.80
-45.07 -16.37 8.80
-45.27 -18.16 7.50
-43.83 -11.35 19.30
-48.55 -22.52 1.40
-46.91 -23.46 2.00
-48.99 -21.76 1.70
-50.20 -21.12 2.70
-48.30 -13.40 18.70
-51.20 -27.78 3.70
-51.33 -27.60 2.60
-53.04 -27.14 1.50
-52.38 -27.27 2.10
-51.78 -27.52 2.60
-52.73 -27.35 1.00
-52.54 -26.66 2.00
-55.05 -28.14 0.70
