-50.35 -19.89 6.80
-44.63 -21.28 5.90
-48.16 -20.25 8.40
-49.95 -21.60 2.00
-45.04 -21.14 6.20
-46.32 -20.67 5.40
-49.18 -20.30 6.10
-45.67 -21.59 2.20
-48.18 -21.02 5.10
-45.49 -21.61 8.90
-48.55 -20.00 6.70
-51.65 -26.00 3.50
-52.00 -25.78 3.10
-53.48 -25.53 5.10
-51.74 -25.49 3.40
-51.08 -26.23 6.00
-53.74 -24.19 5.50
-54.56 -22.97 18.60
-54.58 -25.42 10.50
-53.53 -22.38 8.60
-53.17 -23.18 7.70
-48.54 -17.99 5.00
-48.67 -16.15 3.70
-47.98 -18.45 5.00
-49.10 -18.42 8.80
-47.70 -19.13 6.70
-50.16 -18.07 8.20
-47.68 -18.05 4.70
-50.50 -19.02 7.10
-50.52 -22.94 5.60
-51.33 -22.65 9.00
-49.73 -23.01 4.70
-49.23 -23.22 5.00
-50.71 -24.06 4.20
-52.87 -22.50 5.60
-47.33 -16.21 1.10
-44.76 -18.95 5.40
-44.86 -15.93 0.30
-45.07 -16.37 3.50
-45.27 -18.16 6.30
-43.83 -11.35 0.50
-48.55 -22.52 3.70
-46.91 -23.46 5.00
-48.99 -21.76 7.30
-50.20 -21.12 5.70
-48.30 -13.40 3.80
-51.20 -27.78 2.80
-51.33 -27.60 2.60
-53.04 -27.14 2.10
-52.38 -27.27 2.90
-51.78 -27.52 2.50
-52.73 -27.35 1.70
-52.54 -26.66 2.20
-55.05 -28.14 0.60
